product_type,sales_office,sales_volume,gross_sales,raw_materials,packaging,other_direct_cost,variable_manufacturing,fixed_manufacturing,warehouse,trans_primary,trans_delivery,month
PET CF,Central,857,7229,52076427,1003,16,143,489,68,38,138,7
PET CF,Central,454,2711,27692239,535,8,76,258,41,53,73,7
PET CF,Central,2,14,97562,2,0,0,1,0,0,0,7
RGB CF,Central,54757,109292,1333026470,4356,1317,12525,27718,6621,-3,13505,7
RGB CF,Central,149,330,3614260,12,4,34,76,16,-5,37,7
PMX,Central,22,800,8811462,39,111,4,13,2,12,3,7
PMX,Central,1076,25911,437096664,1935,5513,204,631,90,638,173,7
CAN CF,Central,403,3065,12202139,617,11,61,188,26,78,65,7
CAN CF,Central,122,662,3713316,187,3,18,55,6,21,20,7
CAN CF,Central,2,12,48880,2,0,0,1,0,0,0,7
CAN CF,Central,43,292,1488733,71,-2,6,19,2,0,7,7
CAN CF,Central,364,2938,7525239,757,6,68,203,29,4,59,7
CAN CF,North,5914,30086,120224705,10015,254,770,2741,372,8,1403,7
CAN CF,North,1733,10850,35250689,2936,74,226,793,109,2,411,7
CAN CF,North,48,255,979858,82,2,6,22,3,0,11,7
CAN CF,North,-1,-6,-21687,-1,-746,0,0,0,0,0,7
CAN CF,North,22983,157382,621679787,36441,1226,3012,10755,1452,34,5452,7
CAN CF,North,1717,13860,46403954,2720,92,225,810,108,2,407,7
CAN CF,North,293,2361,8050197,460,16,42,99,18,2,69,7
CAN CF,North,9234,57862,249521635,14628,492,1209,4353,582,13,2190,7
CAN CF,North,954,5417,26480100,1502,51,139,252,61,6,226,7
PET CF,North,5358,19918,147324764,6013,-336,877,1994,345,9,1271,7
PET CF,North,2449,11989,67164181,2737,-39,394,937,155,4,581,7
PET CF,North,333,1305,9147728,373,-5,54,128,21,0,79,7
PET CF,North,22371,139179,1365482059,24780,56,3410,8270,1535,5398,5306,7
PET CF,North,3169,26770,193461597,3512,122,483,1173,217,761,752,7
PET CF,North,458,2911,27959717,508,17,70,170,31,110,109,7
PET CF,North,2,14,98104,2,0,0,1,0,0,0,7
RGB CF,North,14304,31905,349932436,1592,195,3303,10779,916,61,6928,7
RGB CF,North,394,981,9613332,44,18,91,298,25,2,191,7
PMX,North,75,2766,30251292,136,125,11,39,5,1,18,7
PMX,North,2008,52765,812881413,3654,3350,289,1058,127,22,476,7
CAN CF,North,726,5519,21543160,1107,-1242,113,348,41,141,172,7
CAN CF,North,379,1870,11248198,578,-648,59,182,22,73,90,7
CAN CF,North,1125,9080,38257382,1888,45,170,506,55,9,267,7
CAN CF,North,2257,15452,21000914,5109,-18,383,1420,186,1,535,7
CAN CF,North,1267,10228,39231249,2245,51,168,624,82,1,301,7
CAN CF,North,2,11,-498047,15,0,1,4,1,0,0,7
CAN CF,North,12665,64424,256752591,21394,544,1646,5929,792,17,3004,7
CAN CF,North,857,5365,17424452,1451,37,112,395,54,1,203,7
CAN CF,North,56,297,1151979,96,2,7,23,4,0,13,7
CAN CF,North,46051,315348,1244056039,72930,2456,6028,21683,2900,67,10923,7
CAN CF,North,40,283,1105797,63,2,6,14,2,0,10,7
CAN CF,North,1174,9475,31725942,1860,63,154,553,74,2,278,7
CAN CF,North,112,901,3071822,175,6,16,38,7,1,26,7
CAN CF,North,1859,11309,50246009,2945,99,243,872,117,3,441,7
CAN CF,North,617,3994,16778922,962,33,86,231,37,3,146,7
PET CF,North,17739,65939,486908488,19853,-762,2868,6729,1128,27,4208,7
PET CF,North,2372,11615,65104971,2653,-166,381,909,150,4,563,7
PET CF,North,380,1487,10426210,425,-29,61,145,24,1,90,7
PET CF,North,14,68,438413,29,1,2,7,1,0,3,7
PET CF,North,61025,379670,3729999647,68020,472,9301,22957,4147,14004,14475,7
PET CF,North,1400,11825,85464931,1552,22,213,519,96,335,332,7
PET CF,North,27,175,1667771,30,-24,4,10,2,7,6,7
RGB CF,North,10575,23589,259856581,1191,149,2449,8169,673,42,5122,7
RGB CF,North,137,337,3335236,15,6,31,104,9,1,66,7
PMX,North,115,4254,46515422,209,363,17,61,7,1,27,7
PMX,North,1657,40838,671020754,3016,2403,239,873,105,18,393,7
CAN CF,North,303,2302,8973416,461,-513,47,147,17,58,72,7
CAN CF,North,23,130,691098,36,-44,4,11,1,5,6,7
CAN CF,North,354,2860,12268760,590,14,53,158,17,3,84,7
CAN CF,North,7877,53939,170109755,15630,52,1171,4345,570,4,1868,7
CAN CF,North,683,5513,21240875,1211,27,91,337,44,0,162,7
CAN CF,South,72,509,2031295,120,1,9,32,2,0,7,7
CAN CF,South,313,2141,20705415,0,1,23,141,7,0,32,7
CAN CF,South,45174,309344,1196279964,69278,453,6319,19195,4078,1477,4595,7
CAN CF,South,14146,112435,374752596,21691,71,1975,6010,1308,480,1439,7
CAN CF,South,4385,27768,116126835,6722,22,612,1862,405,148,446,7
PET CF,South,49942,224728,1557258023,49232,-597,6381,15600,6669,5157,5080,7
PET CF,South,13259,77639,413353198,13073,-55,1688,4135,1810,1376,1349,7
PET CF,South,579,2736,18040698,571,-2,74,180,79,60,59,7
PET CF,South,11,66,350667,11,0,1,4,2,1,1,7
PET CF,South,15770,98112,946547847,16756,-176,1934,4681,1731,1637,1604,7
PET CF,South,4821,40718,289324007,5121,-15,590,1431,533,483,490,7
PET CF,South,199,987,11974872,212,-1,25,59,21,23,20,7
RGB CF,South,9418,21007,220796622,1069,-85,2254,5707,1133,909,958,7
RGB CF,South,3,8,75366,0,0,1,2,0,0,0,7
PMX,South,2,30,325227,2,1,1,1,0,0,0,7
PMX,South,982,16194,198715021,1331,319,477,636,118,87,100,7
CAN CF,South,81035,554928,2137375642,124966,-2417,9261,26352,5440,801,15174,7
CAN CF,South,3890,30959,103055163,6028,-116,445,1258,262,37,728,7
CAN CF,South,305,2438,8144340,481,-9,33,82,20,1,57,7
CAN CF,South,378,2515,9967905,583,-12,43,123,25,4,71,7
CAN CF,South,165,1089,4393650,259,-5,18,44,11,0,31,7
PET CF,South,39151,176199,1185328753,37773,-1994,4711,11808,2809,1106,7331,7
PET CF,South,3161,18566,98213291,3140,-99,392,986,235,99,592,7
PET CF,South,580,2757,18013308,577,-19,72,181,43,19,109,7
PET CF,South,30181,187772,1803772360,31951,-1479,3678,9083,2166,307,5651,7
PET CF,South,1664,14060,99309045,1760,-51,203,502,120,17,312,7
PET CF,South,62,390,3691763,65,-2,8,19,4,1,12,7
RGB CF,South,25554,57008,590799996,2865,-1265,5530,14663,1858,83,11823,7
RGB CF,South,32,81,744300,4,-1,7,19,2,0,15,7
PMX,South,10,190,2109887,14,141,5,7,1,0,2,7
PMX,South,17,312,3408276,23,4,8,11,1,0,3,7
PMX,South,189,2695,38185504,256,-6,83,128,13,3,35,7
CAN CF,South,1337,9157,35006139,2048,-2,194,584,63,11,0,7
CAN CF,South,21689,148533,561760439,34391,220,3394,8003,2155,48,3736,7
CAN CF,South,1523,12159,39470129,2416,16,238,560,151,3,262,7
CAN CF,South,595,3898,15411878,943,6,93,219,59,1,102,7
PET CF,South,2546,11456,80081155,2507,-26,347,793,174,238,0,7
PET CF,South,49306,221870,1515767620,48212,520,6881,16817,5004,1854,8493,7
PET CF,South,2651,15548,81495201,2592,29,370,904,269,100,457,7
PET CF,South,670,3147,20662389,656,7,94,227,67,23,115,7
PET CF,South,1803,11220,109349953,1940,-17,232,529,136,389,0,7
PET CF,South,20191,125623,1183022364,22042,212,3407,7079,2000,467,3478,7
PET CF,South,1258,10630,73732721,1374,14,212,441,125,29,217,7
PET CF,South,39,256,2340317,42,0,7,15,4,1,7,7
RGB CF,South,418,879,9720421,47,-4,95,247,30,52,0,7
RGB CF,South,19029,37981,431558166,2191,192,5674,12303,1929,53,6871,7
RGB CF,South,123,274,2823505,15,1,38,79,12,0,44,7
PMX,South,4,74,812434,5,0,2,3,0,1,1,7
PMX,South,189,2744,38166559,257,2,95,122,13,61,33,7
CAN CF,Central,35265,241488,946056064,55637,640,5369,14364,3244,1557,5675,7
CAN CF,Central,553,4414,14817904,872,10,84,225,48,19,89,7
CAN CF,Central,853,5695,22834365,1345,15,130,348,64,6,137,7
PET CF,Central,10447,47008,320159242,10433,133,1665,5513,931,1132,1681,7
PET CF,Central,1068,6271,32714696,1067,19,170,565,91,96,172,7
PET CF,Central,395,1866,12095911,395,7,63,211,29,14,64,7
PET CF,Central,3,19,98339,3,0,1,2,0,0,1,7
PET CF,Central,18316,113951,1114402348,21855,241,2980,10197,1680,2433,2947,7
PET CF,Central,681,5754,41253813,807,12,111,382,58,59,110,7
PET CF,Central,48,284,2908981,57,1,8,27,4,2,8,7
RGB CF,Central,21778,43466,500689716,2470,289,4607,12553,1646,296,5371,7
RGB CF,Central,4,10,92015,0,0,1,2,0,0,1,7
PMX,Central,2,30,326467,2,10,0,1,0,0,0,7
PMX,Central,160,2379,32475729,227,952,22,88,13,46,26,7
CAN CF,North,3472,17659,70141090,5866,85,458,1552,217,5,823,7
CAN CF,North,1496,9371,30246863,2529,37,198,666,94,2,355,7
CAN CF,North,5767,39489,153326174,9016,346,852,3039,374,11,1368,7
CAN CF,North,1145,9143,30447307,1790,69,169,604,74,2,272,7
CAN CF,North,1491,10424,39634921,2331,89,220,786,97,3,354,7
PET CF,North,2748,10216,75530177,3107,-29,436,1051,173,67,652,7
PET CF,North,1675,8200,46024816,1893,71,266,640,105,41,397,7
PET CF,North,245,959,6735878,277,10,39,94,15,6,58,7
PET CF,North,16311,101477,980210433,17934,1026,2500,5997,1146,4152,3869,7
PET CF,North,119,740,7363468,167,-2418,19,65,10,0,28,7
PET CF,North,2420,20446,145459641,2663,239,371,891,170,613,574,7
PET CF,North,56,295,3380534,62,5,9,21,4,14,13,7
RGB CF,North,2636,5879,61207851,293,-13,616,2030,162,5,1277,7
RGB CF,North,63,155,1455553,7,2,15,48,4,0,30,7
PMX,North,340,5358,68810187,491,141,35,171,22,2,81,7
CAN CF,North,6127,31166,122565272,10273,151,802,2851,376,9,1453,7
CAN CF,North,788,4937,15933990,1332,19,104,352,49,1,187,7
CAN CF,North,33,174,677282,56,1,4,12,2,0,8,7
CAN CF,North,84,572,2043799,114,-1246,12,72,5,0,20,7
CAN CF,North,2,16,58956,3,-20,0,2,0,0,1,7
CAN CF,North,16291,111560,433380238,25510,978,2396,8724,1049,30,3864,7
CAN CF,North,770,6147,20470428,1204,46,114,408,50,1,183,7
CAN CF,North,406,2725,10792092,635,24,60,217,26,1,96,7
PET CF,North,15091,56096,414731336,17061,161,2396,5770,950,367,3580,7
PET CF,North,1565,7665,43025847,1770,46,249,599,98,38,371,7
PET CF,North,173,676,4748246,195,-20,27,66,11,4,41,7
PET CF,North,111110,691270,6686963509,123092,5916,17030,41582,7726,26933,26355,7
PET CF,North,1102,9307,66224396,1213,1007,169,406,77,279,261,7
PET CF,North,117,711,7052249,129,696,18,43,8,30,28,7
RGB CF,North,2925,6524,67821614,326,-13,683,2273,179,5,1417,7
PMX,North,3,59,655336,5,20,0,2,0,0,1,7
PMX,North,272,4066,55563475,397,78,28,138,18,1,65,7
CAN CF,South,2,15,154724,0,0,0,1,0,0,0,7
CAN CF,South,3766,22838,96426381,5790,60,545,1658,329,112,383,7
CAN CF,South,2268,16388,58146570,3487,36,327,998,207,72,231,7
CAN CF,South,753,3502,19309363,1158,12,108,319,69,24,77,7
PET CF,South,3703,16663,111312562,3474,-10,507,1288,470,608,377,7
PET CF,South,2686,15779,80705736,2519,19,368,934,343,439,273,7
PET CF,South,104,491,3141179,98,1,14,36,13,17,11,7
PET CF,South,6,33,169140,5,0,1,2,1,1,1,7
PET CF,South,12764,79414,739419171,13440,35,1634,3957,1507,1606,1298,7
PET CF,South,2543,21478,147128121,2674,26,325,789,305,307,259,7
PET CF,South,7,46,418825,8,0,1,2,1,1,1,7
PMX,South,2,30,263368,2,0,1,1,0,0,0,7
PMX,South,578,9621,94680555,794,64,277,383,66,53,59,7
CAN CF,South,10214,51956,272460185,16146,22017,1380,4252,860,319,1039,7
CAN CF,South,4162,24453,111019067,6579,9008,563,1732,358,134,423,7
CAN CF,South,360,1901,9621109,570,779,49,148,31,12,37,7
PET CF,South,6422,28899,192708176,5939,13936,854,2268,850,1026,653,7
PET CF,South,4059,23804,121785126,3753,8409,540,1433,539,648,413,7
PET CF,South,198,929,5927844,183,430,26,70,26,31,20,7
PET CF,South,8097,50376,474517333,8691,17377,1081,2558,881,1072,824,7
PET CF,South,2466,20833,144440328,2647,5312,329,779,271,319,251,7
PMX,South,-1,-16,-127927,-1,13,0,-1,0,0,0,7
CAN CF,South,15513,99550,488508480,24731,-56,2065,6445,1252,505,1578,7
CAN CF,South,4090,32636,129753274,6545,-17,532,1383,355,152,416,7
CAN CF,South,507,3347,16003001,810,-2,68,207,43,17,52,7
PET CF,South,17573,115519,1245618184,19273,-180,2262,5446,2227,2256,1788,7
PET CF,South,3230,27286,229041909,3545,-10,417,1003,417,416,329,7
PET CF,South,1,7,56990,1,0,0,0,0,0,0,7
CAN CF,South,14934,90579,382622526,22838,-593,2185,7063,715,600,2796,7
CAN CF,South,1005,7270,25886856,1545,-40,147,459,48,42,188,7
CAN CF,South,221,1348,5641596,337,-9,32,101,11,9,41,7
PET CF,South,11138,50120,328462185,10204,-661,1492,3721,1086,2636,2086,7
PET CF,South,988,5801,29763563,925,-38,135,337,98,237,185,7
PET CF,South,427,2016,12330249,383,-16,56,140,41,102,80,7
PET CF,South,27305,169879,1573946651,28533,-1565,3454,8487,2017,966,5113,7
PET CF,South,1199,10129,69388373,1256,-46,152,373,89,41,225,7
PET CF,South,76,485,4363533,79,-3,10,24,6,3,14,7
RGB CF,South,10254,22872,237700028,1125,-589,2211,5874,748,21,4744,7
RGB CF,South,20,51,465714,2,-1,4,12,1,0,9,7
PMX,South,4,73,656535,6,492,2,3,0,0,1,7
PMX,South,14,253,2232219,19,-44,6,10,1,0,3,7
PMX,South,120,1769,19567149,164,-4,51,83,8,1,22,7
CAN CF,South,45670,232324,1216873729,73909,-2596,4903,12304,2977,106,8552,7
CAN CF,South,462,2715,12307491,748,-18,49,125,30,1,87,7
CAN CF,South,1339,7866,35579086,2161,-51,143,358,87,3,251,7
CAN CF,South,60,319,1605920,98,-2,6,16,4,0,11,7
CAN CF,South,43,222,1131865,69,-2,5,11,3,0,8,7
PET CF,South,16646,74903,501622500,15043,-975,2139,5553,1384,1754,3117,7
PET CF,South,1111,6528,33609416,1006,-44,142,368,91,111,208,7
PET CF,South,55,257,1650088,49,-2,7,18,5,6,10,7
PET CF,South,32676,203298,1908226935,34837,-1868,4155,10157,2435,1022,6118,7
PET CF,South,993,8391,57976778,1062,-39,127,310,74,32,186,7
PET CF,South,54,346,3141417,58,-2,7,17,4,2,10,7
RGB CF,South,3761,8392,84730600,457,-216,960,2329,228,31,1740,7
PMX,South,-2,-35,-383783,-3,0,0,-2,0,0,0,7
CAN CF,South,27075,173755,860219807,43391,-1296,2939,8070,1743,388,5070,7
CAN CF,South,1747,13949,55947237,2809,-51,191,528,113,27,327,7
CAN CF,South,154,1009,4863212,246,-5,17,45,10,2,29,7
PET CF,South,38807,255107,2696188119,41564,-2133,4710,11569,3011,1225,7266,7
PET CF,South,852,7189,59624372,918,-32,104,255,66,26,159,7
PET CF,South,378,2557,26365320,406,-14,46,113,29,12,71,7
CAN CF,South,1170,7096,29554532,1795,12,173,517,56,9,0,7
CAN CF,South,4112,24941,102533822,6542,47,673,1614,399,27,708,7
CAN CF,South,889,6426,22161896,1414,10,145,349,86,6,153,7
CAN CF,South,60,367,1502655,96,1,10,24,6,0,10,7
PET CF,South,1041,4686,31044586,975,1,143,374,98,254,0,7
PET CF,South,10980,49413,322613966,10122,143,1491,3984,1139,568,1891,7
PET CF,South,1084,6358,31842276,999,14,147,394,112,56,187,7
PET CF,South,438,2057,12960700,405,6,60,156,45,20,75,7
PET CF,South,2829,17599,165092538,3040,11,384,871,237,775,0,7
PET CF,South,26485,164780,1512446843,28378,304,4188,8912,2529,2878,4562,7
PET CF,South,927,7832,52977685,993,11,147,313,88,100,160,7
PET CF,South,32,209,1835393,34,0,5,11,3,4,6,7
RGB CF,South,2973,5935,65848612,332,39,884,1930,298,14,1074,7
RGB CF,South,99,220,2249994,12,1,30,64,10,0,36,7
PMX,South,4,74,657666,6,1,2,3,0,1,1,7
PMX,South,185,2635,30258180,254,63,85,124,13,63,32,7
CAN CF,South,836,4251,22439043,1327,1804,109,333,33,6,0,7
CAN CF,South,33243,169117,878030907,54450,340,5047,11416,3044,106,5726,7
CAN CF,South,1296,7615,34140926,2120,14,197,450,120,4,223,7
CAN CF,South,159,810,4166669,259,2,24,56,15,0,27,7
PET CF,South,984,4426,30206117,925,2135,133,343,82,180,0,7
PET CF,South,35664,160490,1062761773,33228,377,4808,13025,3572,1139,6143,7
PET CF,South,1421,8334,42344657,1324,15,192,519,142,45,245,7
PET CF,South,532,2498,15880313,496,6,72,193,53,17,92,7
PET CF,South,1874,11660,110645809,2025,4025,264,602,154,409,0,7
PET CF,South,33548,208724,1943609475,36369,376,5417,11487,3528,92,5779,7
PET CF,South,996,8410,57690181,1079,11,161,341,105,3,172,7
PET CF,South,16,103,931059,17,0,3,6,2,0,3,7
RGB CF,South,8550,17066,195824442,965,98,2528,5540,860,24,3087,7
RGB CF,South,100,222,2345987,12,1,30,64,10,0,36,7
CAN CF,South,1421,9118,44920038,2271,-15,181,568,54,12,0,7
CAN CF,South,42111,270249,1281552852,69459,429,6543,15250,4133,116,7254,7
CAN CF,South,1391,11085,42368031,2295,15,218,512,139,4,240,7
CAN CF,South,297,1961,9032511,490,3,46,107,29,1,51,7
PET CF,South,4384,28822,307039265,4740,-40,541,1313,348,583,0,7
PET CF,South,72226,474815,4877888438,79999,760,12539,25705,7299,34,12441,7
PET CF,South,1511,12752,101937424,1675,16,262,535,153,1,260,7
PET CF,South,40,272,2711156,45,1,7,14,4,0,7,7
CAN CF,Central,23,141,1474880,0,-47,2,11,4,0,4,7
CAN CF,Central,10014,60731,274699665,15994,186,1702,2958,1135,431,1611,7
CAN CF,Central,213,1540,5860122,341,4,36,60,23,5,34,7
CAN CF,Central,198,1127,5474569,318,4,34,53,21,1,32,7
PET CF,Central,58,260,1730498,54,0,8,21,5,26,9,7
PET CF,Central,137,802,4066876,127,2,19,48,14,69,22,7
PET CF,Central,36,170,1081560,34,1,5,13,3,16,6,7
PET CF,Central,2,9,48070,2,0,0,1,0,1,0,7
PET CF,Central,12018,74769,721018602,14303,158,1981,6754,1118,1585,1934,7
PET CF,Central,190,1609,11357635,225,3,31,107,16,16,31,7
PET CF,Central,2,15,142524,3,0,0,1,0,0,0,7
RGB CF,Central,5464,10907,136620126,626,72,1277,3162,403,204,1348,7
PMX,Central,1,15,129889,1,0,0,0,0,0,0,7
PMX,Central,112,1744,18058407,160,2,13,65,8,29,18,7
CAN CF,Central,18872,95998,509355781,30601,257,2833,7498,1784,970,3037,7
CAN CF,Central,126,741,3396723,205,2,19,50,11,4,20,7
CAN CF,Central,141,671,3795737,230,2,21,57,10,0,23,7
PET CF,Central,115,675,3565191,109,2,16,39,12,52,18,7
PET CF,Central,2,8,49799,2,0,0,1,0,1,0,7
PET CF,Central,2,9,49799,2,0,0,1,0,1,0,7
PET CF,Central,7269,45221,439123606,9559,96,1255,4312,802,1323,1170,7
PET CF,Central,190,1602,11398667,238,3,33,110,17,15,31,7
PET CF,Central,2,10,95768,2,0,0,1,0,0,0,7
CAN CF,Central,10184,65354,329913704,16495,132,1503,3989,873,433,1639,7
CAN CF,Central,460,3670,14960792,741,8,68,181,40,18,74,7
CAN CF,Central,48,304,1565445,78,1,7,19,3,0,8,7
PET CF,Central,11191,73565,777097576,12652,147,1884,6228,961,1531,1801,7
PET CF,Central,272,2294,18745057,306,5,46,155,21,15,44,7
CAN CF,North,2764,14062,53430383,4659,40,369,1222,173,6,656,7
CAN CF,North,1399,8762,27048138,2358,20,187,615,88,3,332,7
CAN CF,North,50,287,3240650,0,-24,3,20,3,0,12,7
CAN CF,North,752,4562,19294040,1166,18,110,346,44,3,178,7
CAN CF,North,716,5178,18366434,1110,17,105,329,42,2,170,7
CAN CF,North,383,2309,9811926,593,9,56,176,22,1,91,7
PET CF,North,937,3483,24516010,1050,-39,144,382,56,2,222,7
PET CF,North,882,4316,23065237,988,18,136,360,53,1,209,7
PET CF,North,44,173,1156416,50,1,7,18,3,0,10,7
PET CF,North,7919,49266,463113076,9010,-223,601,3263,578,1387,1878,7
PET CF,North,511,4317,29889860,582,2,39,211,37,89,121,7
PET CF,North,28,166,1644882,32,0,2,12,2,5,7,7
PMX,North,272,4268,44026103,397,184,29,143,18,2,65,7
CAN CF,North,3214,16351,74871476,5460,49,421,1488,202,9,762,7
CAN CF,North,1434,8979,33406606,2436,22,188,661,90,4,340,7
CAN CF,North,5014,32180,156958882,8082,-149,667,2266,318,19,1189,7
CAN CF,North,2151,17177,67355426,3466,38,286,961,137,8,510,7
CAN CF,North,519,3417,16230008,836,9,69,236,33,2,123,7
PET CF,North,12305,80886,866326947,13804,-236,1937,4649,845,2466,2919,7
PET CF,North,1579,13330,111172867,1772,25,249,598,108,315,375,7
PET CF,North,1,5,56577,1,0,0,0,0,0,0,7
PET CF,North,1,7,56577,1,0,0,0,0,0,0,7
CAN CF,North,3472,17663,65858091,5750,50,454,1684,208,6,824,7
CAN CF,North,764,4786,14769926,1288,11,102,338,48,2,181,7
CAN CF,North,25,132,489955,43,0,3,7,2,0,6,7
CAN CF,North,84,507,5435928,0,-210,5,34,5,0,20,7
CAN CF,North,12,75,784027,0,-13,1,5,1,0,3,7
CAN CF,North,4764,28891,122061405,7378,115,697,2207,279,16,1130,7
CAN CF,North,652,4713,16712231,1010,16,96,300,38,2,155,7
CAN CF,North,219,1324,5622269,340,5,32,102,13,1,52,7
PET CF,North,6287,23369,164484337,7045,-85,967,2566,378,10,1491,7
PET CF,North,445,2180,11658165,499,9,69,182,27,1,106,7
PET CF,North,83,324,2165649,93,2,13,34,5,0,20,7
PET CF,North,77326,481082,4523363053,88056,-1931,5927,31922,5635,13426,18341,7
PET CF,North,591,4989,34559648,673,-50,45,244,43,102,140,7
PET CF,North,1,5,46996,1,-53,0,0,0,0,0,7
PMX,North,4,74,649352,6,17,0,2,0,0,1,7
PMX,North,258,3908,41721326,376,123,27,136,17,1,61,7
CAN CF,North,9185,46724,212834414,15530,140,1199,4351,571,25,2179,7
CAN CF,North,769,4816,17924586,1307,12,101,355,48,2,182,7
CAN CF,North,2,8,52856,4,0,0,-3,0,0,0,7
CAN CF,North,17049,109411,530351154,27374,-288,2258,7963,1065,60,4044,7
CAN CF,North,2103,16792,65915146,3389,33,280,926,134,8,499,7
CAN CF,North,161,1056,5024768,259,-2,21,73,10,1,38,7
PET CF,North,1,4,21851163,566,-38,95,241,37,5,0,7
PET CF,North,44227,290730,3116705179,49835,-307,6960,16893,3020,8588,10491,7
PET CF,North,1140,9626,80298932,1281,-279,179,432,78,226,270,7
PET CF,North,4,27,282882,5,-103,1,2,0,1,1,7
CAN CF,South,3904,17414,75112525,6007,-2321,561,1735,384,119,397,7
CAN CF,South,5531,27975,106408863,8511,-3200,794,2450,561,177,563,7
CAN CF,South,870,3960,16745772,1339,-503,125,385,88,28,89,7
CAN CF,South,32,163,618391,49,-19,5,14,3,1,3,7
CAN CF,South,141,631,4362596,224,2,31,119,14,4,14,7
CAN CF,South,157,914,4834612,248,6,34,132,15,5,16,7
CAN CF,South,91,447,2808084,144,3,20,75,9,3,9,7
CAN CF,South,4,23,123938,6,0,1,3,0,0,0,7
CAN CF,South,4908,21892,96844103,7690,-324,707,1851,230,225,919,7
CAN CF,South,2246,11360,43275098,3452,-90,322,977,104,94,421,7
CAN CF,South,134,568,2586435,206,-6,19,58,6,6,25,7
CAN CF,South,50,222,1493252,78,-8,10,33,5,2,9,7
CAN CF,South,45,262,1348744,70,-6,9,30,5,2,8,7
CAN CF,South,23,94,674372,35,0,4,15,2,1,4,7
CAN CF,South,167,746,3222672,257,-98,24,73,8,1,0,7
CAN CF,South,1988,8869,38404520,3071,26,281,839,92,282,342,7
CAN CF,South,924,4674,17787363,1424,13,131,399,43,129,159,7
CAN CF,South,100,424,1931636,155,1,14,44,5,14,17,7
CAN CF,South,10,45,278388,15,0,2,5,1,0,2,7
CAN CF,Central,1256,5603,24087097,1927,13,180,549,92,256,202,7
CAN CF,Central,630,3186,12096376,967,11,90,276,35,119,101,7
CAN CF,Central,129,587,2485158,199,2,18,56,7,25,21,7
CAN CF,Central,8,41,154498,12,0,1,3,0,1,1,7
CAN CF,Central,16,72,498927,26,27,4,14,1,3,3,7
CAN CF,Central,19,112,597663,31,0,4,16,2,4,3,7
CAN CF,Central,5,23,149469,8,0,1,4,0,1,1,7
CAN CF,Central,4,23,124731,6,0,1,3,0,1,1,7
CAN CF,North,665,3361,12642991,1017,151,98,302,34,104,158,7
CAN CF,North,223,1016,4250011,342,51,33,102,11,35,53,7
CAN CF,North,12,61,229317,18,4,2,5,1,2,3,7
CAN CF,North,1,5,22385,1,0,0,0,0,0,0,7
CAN CF,North,203,1028,3851177,310,46,30,95,10,31,48,7
CAN CF,North,108,477,2063849,166,25,16,49,5,17,26,7
CAN CF,North,13,62,358154,19,-1,2,7,1,2,3,7
PET CF,South,6480,29160,203079097,6517,-57,1092,2651,687,1472,659,7
PET CF,South,2815,16539,88157387,2828,0,475,1152,300,643,286,7
PET CF,South,94,441,2946139,95,0,16,38,10,21,10,7
PET CF,South,4,24,125903,4,0,1,2,0,1,0,7
PET CF,South,2238,10071,69717418,2224,-141,374,882,142,567,419,7
PET CF,South,654,3843,20404842,651,-25,109,258,42,165,122,7
PET CF,South,72,340,2252986,72,-3,12,28,5,18,14,7
PET CF,South,5759,25914,179781922,5746,62,964,2291,420,1914,992,7
PET CF,South,1229,7219,38327899,1225,14,206,489,90,409,212,7
PET CF,South,121,566,3760242,120,1,20,48,9,40,21,7
PET CF,Central,84,376,2605079,84,-15,14,34,6,20,13,7
